Name,ADDR,CITY,State,ZIP,County,lat,long,location,,,,,,,,
Southeast Arkansas College,1900 Hazel St.,Pine Bluff,AR,71603,Jefferson County,34.209797,-92.024731,"Pine Bluff, AR",,,,,,,,
Professional Cosmetology Education Center,460 North Washington,El Dorado,AR,71730-4009,Union County,33.215124,-92.663131,"El Dorado, AR",,,,,,,,
Pulaski Technical College,3000 W Scenic Dr,North Little Rock,AR,72118-3347,Pulaski County,34.78243,-92.299729,"Little Rock-North Little Rock-Conway, AR",,,,,,,,
University of Arkansas Community College-Hope,2500 S Main,Hope,AR,71801,Hempstead County,33.64791,-93.584528,N,,,,,,,,
Rich Mountain Community College,1100 College Dr,Mena,AR,71953,Polk County,34.590793,-94.2197,N,,,,,,,,
Paul Mitchell the School-Arkansas,4156 N Steele Blvd,Fayetteville,AR,72703,Washington County,36.12681,-94.154191,"Fayetteville-Springdale-Rogers, AR-MO",,,,,,,,
Searcy Beauty College,1004 S Main St,Searcy,AR,72143,White County,35.237723,-91.73454,"Searcy, AR",,,,,,,,
Shorter College,604 Locust St,N Little Rock,AR,72114,Pulaski County,34.75933,-92.261331,"Little Rock-North Little Rock-Conway, AR",,,,,,,,
Williams Baptist College,60 W Fulbright Avenue,Walnut Ridge,AR,72476,Lawrence County,36.126825,-90.939876,N,,,,,,,,
South Arkansas Community College,300 S West Ave,El Dorado,AR,71731-7010,Union County,33.209446,-92.666087,"El Dorado, AR",,,,,,,,
Southern Arkansas University Main Campus,100 E. University,Magnolia,AR,71753,Columbia County,33.291195,-93.235087,"Magnolia, AR",,,,,,,,
Southern Arkansas University Tech,6415 Spellman Road,Camden,AR,71701-1906,Calhoun County,33.63037,-92.719498,"Camden, AR",,,,,,,,
University of Arkansas System Office,2404 N University,Little Rock,AR,72207-3608,Pulaski County,34.775989,-92.343714,"Little Rock-North Little Rock-Conway, AR",,,,,,,,
Velvatex College of Beauty Culture,1520 Martin Luther King Dr,Little Rock,AR,72202-5452,Pulaski County,34.735724,-92.289758,"Little Rock-North Little Rock-Conway, AR",,,,,,,,
University of Arkansas-Fort Smith,5210 Grand Ave,Fort Smith,AR,72913-3649,Sebastian County,35.385345,-94.374073,"Fort Smith, AR-OK",,,,,,,,
Academy of Art University,79 New Montgomery,San Francisco,CA,94105,San Francisco County,37.787748,-122.400686,"San Francisco-Oakland-Hayward, CA",,,,,,,,
ITT Technical Institute-Rancho Cordova,10863 Gold Center Dr,Rancho Cordova,CA,95670-6034,Sacramento County,38.59172,-121.281506,"Sacramento--Roseville--Arden-Arcade, CA",,,,,,,,
Academy of Chinese Culture and Health Sciences,"1600 Broadway, Ste. 200",Oakland,CA,94612,Alameda County,37.806662,-122.272733,"San Francisco-Oakland-Hayward, CA",,,,,,,,
The Academy of Radio and TV Broadcasting,16052 Beach Blvd St 263n,Huntington Beach,CA,92647,Orange County,33.728895,-117.987666,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Avalon School of Cosmetology-Alameda,2318 Central Avenue,Alameda,CA,94501,Alameda County,37.764203,-122.243566,"San Francisco-Oakland-Hayward, CA",,,,,,,,
College of Alameda,555 Ralph Appezzato Memorial Pky,Alameda,CA,94501,Alameda County,37.78239,-122.279261,"San Francisco-Oakland-Hayward, CA",,,,,,,,
Allan Hancock College,800 South College Drive,Santa Maria,CA,93454-6399,Santa Barbara County,34.942979,-120.421486,"Santa Maria-Santa Barbara, CA",,,,,,,,
American Academy of Dramatic Arts-Los Angeles,1336 N La Brea,Los Angeles,CA,90028,Los Angeles County,34.095315,-118.344097,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
American Baptist Seminary of the West,2606 Dwight Way,Berkeley,CA,94704-3029,Alameda County,37.865252,-122.256149,"San Francisco-Oakland-Hayward, CA",,,,,,,,
American Film Institute Conservatory,2021 N Western Ave,Los Angeles,CA,90027-1625,Los Angeles County,34.10846,-118.309989,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
American Beauty College,646 S. Sunset Ave,West Covina,CA,91790,Los Angeles County,33.884391,-118.125036,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
American Career College-Los Angeles,4021 Rosewood Avenue,Los Angeles,CA,90004,Los Angeles County,34.079236,-118.292282,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
American Conservatory Theater,30 Grant Ave,San Francisco,CA,94108-5834,San Francisco County,37.787326,-122.404945,"San Francisco-Oakland-Hayward, CA",,,,,,,,
American River College,4700 College Oak Dr,Sacramento,CA,95841-4286,Sacramento County,38.649734,-121.346012,"Sacramento--Roseville--Arden-Arcade, CA",,,,,,,,
Antelope Valley College,3041 West  Ave K,Lancaster,CA,93536-5426,Los Angeles County,34.676207,-118.186166,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Art Center College of Design,1700 Lida St,Pasadena,CA,91103,Los Angeles County,34.170844,-118.186901,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Associated Technical College-Los Angeles,1670 Wilshire Blvd,Los Angeles,CA,90017-1604,Los Angeles County,34.055987,-118.27243,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Associated Technical College-San Diego,707 Broadway-Ste 300,San Diego,CA,92101,San Diego County,32.715658,-117.158203,"San Diego-Carlsbad, CA",,,,,,,,
Azusa Pacific University,901 E Alosta,Azusa,CA,91702-7000,Los Angeles County,34.130865,-117.88795,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Bakersfield College,1801 Panorama Dr,Bakersfield,CA,93305-1299,Kern County,35.4108,-118.973491,"Bakersfield, CA",,,,,,,,
Barstow Community College,2700 Barstow Road,Barstow,CA,92311,San Bernardino County,34.871451,-117.02523,"Riverside-San Bernardino-Ontario, CA",,,,,,,,
Bellus Academy-National City,1520 East Plaza Blvd,National City,CA,91950,San Diego County,32.676762,-117.090235,"San Diego-Carlsbad, CA",,,,,,,,
Bethesda University,730 N. Euclid St,Anaheim,CA,92801,Orange County,33.842295,-117.941323,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Biola University,13800 Biola Ave,La Mirada,CA,90639-0001,Los Angeles County,33.904823,-118.017342,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Brooks Institute,5301 N. Ventura Ave,Ventura,CA,93001,Ventura County,34.33851,-119.295231,"Oxnard-Thousand Oaks-Ventura, CA",,,,,,,,
Brownson Technical School,1110 Technology Cir Ste D,Anaheim,CA,92805,Orange County,33.819,-117.906409,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Bryan University,3580 Wilshire blvd suite 400,Los Angeles,CA,90010,Los Angeles County,34.061406,-118.302882,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Butte College,3536 Butte Campus Drive,Oroville,CA,95965-8399,Butte County,39.649116,-121.644691,"Chico, CA",,,,,,,,
Phillips Graduate Institute,19900 Plummer Street,Chatsworth,CA,91311,Los Angeles County,34.24203,-118.567631,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
California Institute of Integral Studies,1453 Mission Street,San Francisco,CA,94103,San Francisco County,37.774768,-122.416537,"San Francisco-Oakland-Hayward, CA",,,,,,,,
Cabrillo College,6500 Soquel Dr,Aptos,CA,95003,Santa Cruz County,36.9891,-121.927926,"Santa Cruz-Watsonville, CA",,,,,,,,
California Baptist University,8432 Magnolia Ave,Riverside,CA,92504-3297,Riverside County,33.928569,-117.42587,"Riverside-San Bernardino-Ontario, CA",,,,,,,,
California College of the Arts,1111 Eighth Street,San Francisco,CA,94107-2247,San Francisco County,37.76723,-122.399941,"San Francisco-Oakland-Hayward, CA",,,,,,,,
University of California-Hastings College of Law,200 McAllister St,San Francisco,CA,94102-4978,San Francisco County,37.780718,-122.415395,"San Francisco-Oakland-Hayward, CA",,,,,,,,
California Institute of Technology,1200 E California Blvd,Pasadena,CA,91125,Los Angeles County,34.139275,-118.12574,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
California Lutheran University,60 W Olsen Rd,Thousand Oaks,CA,91360-2787,Ventura County,34.225551,-118.879467,"Oxnard-Thousand Oaks-Ventura, CA",,,,,,,,
California Polytechnic State University-San Luis Obispo,1 Grand Ave.,San Luis Obispo,CA,93407,San Luis Obispo County,35.29889,-120.65856,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",,,,,,,,
Alliant International University-San Diego,10455 Pomerado Road,San Diego,CA,92131,San Diego County,32.897056,-117.094398,"San Diego-Carlsbad, CA",,,,,,,,
California State University-Bakersfield,9001 Stockdale Hwy,Bakersfield,CA,93311-1099,Kern County,35.350005,-119.104711,"Bakersfield, CA",,,,,,,,
California State University-Stanislaus,One University Circle,Turlock,CA,95382-0299,Stanislaus County,37.52577,-120.852511,"Modesto, CA",,,,,,,,
California State University-Chancellors Office,"Analytic Studies 401 Golden Shore, 6th Floor",Long Beach,CA,90802-4210,Los Angeles County,33.764338,-118.201255,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
California State University-San Bernardino,5500 University Pky,San Bernardino,CA,92407-2397,San Bernardino County,34.182987,-117.322508,"Riverside-San Bernardino-Ontario, CA",,,,,,,,
California State Polytechnic University-Pomona,3801 West Temple Avenue,Pomona,CA,91768,Los Angeles County,34.054273,-117.819019,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
California State University-Chico,First and Normal Sts,Chico,CA,95929-0150,Butte County,39.728003,-121.846333,"Chico, CA",,,,,,,,
California State University-Dominguez Hills,1000 E Victoria St,Carson,CA,90747-0005,Los Angeles County,33.86524,-118.259316,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
California State University-Fresno,5241 N Maple Ave,Fresno,CA,93740,Fresno County,36.814477,-119.748258,"Fresno, CA",,,,,,,,
California State University-Fullerton,800 N State College Blvd,Fullerton,CA,92831-3599,Orange County,33.883627,-117.885349,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
California State University-East Bay,25800 Carlos Bee Blvd,Hayward,CA,94542,Alameda County,37.65707,-122.058073,"San Francisco-Oakland-Hayward, CA",,,,,,,,
California State University-Long Beach,1250 Bellflower Blvd,Long Beach,CA,90840-0115,Los Angeles County,33.782752,-118.1123,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
California State University-Los Angeles,5151 State University Dr,Los Angeles,CA,90032,Los Angeles County,34.066927,-118.168965,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
California State University-Northridge,18111 Nordhoff St,Northridge,CA,91330,Los Angeles County,34.23671,-118.526817,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
California State University-Sacramento,6000 J St,Sacramento,CA,95819-2694,Sacramento County,38.55745,-121.42194,"Sacramento--Roseville--Arden-Arcade, CA",,,,,,,,
University of California-Berkeley,200 California Hall,Berkeley,CA,94720,Alameda County,37.871969,-122.260423,"San Francisco-Oakland-Hayward, CA",,,,,,,,
University of California-Davis,One Shields Avenue,Davis,CA,95616-8678,Yolo County,38.539895,-121.751958,"Sacramento--Roseville--Arden-Arcade, CA",,,,,,,,
University of California-Irvine,501 Aldrich Hall,Irvine,CA,92697,Orange County,33.648434,-117.841248,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
University of California-Los Angeles,405 Hilgard Ave,Los Angeles,CA,90095-1405,Los Angeles County,34.068892,-118.443901,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
University of California-Riverside,900 University Ave,Riverside,CA,92521,Riverside County,33.97588,-117.331098,"Riverside-San Bernardino-Ontario, CA",,,,,,,,
University of California-San Diego,9500 Gilman Dr,La Jolla,CA,92093,San Diego County,32.876598,-117.237793,"San Diego-Carlsbad, CA",,,,,,,,
University of California-San Francisco,500 Parnassus Ave,San Francisco,CA,94143-0244,San Francisco County,37.762736,-122.458049,"San Francisco-Oakland-Hayward, CA",,,,,,,,
University of California-Santa Barbara,5221 Cheadle Hall,Santa Barbara,CA,93106,Santa Barbara County,34.416281,-119.846404,"Santa Maria-Santa Barbara, CA",,,,,,,,
University of California-Santa Cruz,1156 High St,Santa Cruz,CA,95064-1011,Santa Cruz County,36.997258,-122.067993,"Santa Cruz-Watsonville, CA",,,,,,,,
Sofia University,1069 East Meadow Cr,Palo Alto,CA,94303,Santa Clara County,37.430325,-122.10866,"San Jose-Sunnyvale-Santa Clara, CA",,,,,,,,
California Beauty School,1115 15th St,Modesto,CA,95354,Stanislaus County,37.645217,-120.99689,"Modesto, CA",,,,,,,,
California Christian College,5364 E. Belmont Avenue,Fresno,CA,93727,Fresno County,36.75031,-119.711208,"Fresno, CA",,,,,,,,
Le Cordon Bleu College of Culinary Arts-San Francisco,350 Rhode Island Street,San Francisco,CA,94103,San Francisco County,37.765415,-122.402643,"San Francisco-Oakland-Hayward, CA",,,,,,,,
California Hair Design Academy,"8011 University Avenue, Suite A-2",La Mesa,CA,91941-5055,San Diego County,32.765221,-117.024261,"San Diego-Carlsbad, CA",,,,,,,,
California Institute of the Arts,24700 W McBean Pky,Valencia,CA,91355-2397,Los Angeles County,34.393337,-118.567303,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
The California Maritime Academy,200 Maritime Academy Dr,Vallejo,CA,94590,Solano County,38.069061,-122.231551,"Vallejo-Fairfield, CA",,,,,,,,
California Western School of Law,225 Cedar St,San Diego,CA,92101-3046,San Diego County,32.72194,-117.162597,"San Diego-Carlsbad, CA",,,,,,,,
Canada College,4200 Farm Hill Blvd.,Redwood City,CA,94061-1099,San Mateo County,37.447365,-122.265549,"San Francisco-Oakland-Hayward, CA",,,,,,,,
College of the Canyons,26455 Rockwell Canyon Rd,Santa Clarita,CA,91355-1899,Los Angeles County,34.403121,-118.569524,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Career Academy of Beauty,12471 Valley View,Garden Grove,CA,92845,Orange County,33.781018,-118.031697,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Casa Loma College-Van Nuys,6725 Kester Ave,Van Nuys,CA,91405,Los Angeles County,34.195438,-118.448335,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
CET-San Diego,4153 Market Street,San Diego,CA,92102,San Diego County,32.711715,-117.122496,"San Diego-Carlsbad, CA",,,,,,,,
CET-Sobrato,701 Vine St,San Jose,CA,95110,Santa Clara County,37.322723,-121.88698,"San Jose-Sunnyvale-Santa Clara, CA",,,,,,,,
CET-El Centro,294 S 3rd St,El Centro,CA,92243,Imperial County,32.790908,-115.549079,"El Centro, CA",,,,,,,,
CET-San Bernardino,1430 Cooley Court,San Bernardino,CA,92408,San Bernardino County,34.075136,-117.268738,"Riverside-San Bernardino-Ontario, CA",,,,,,,,
CET-Watsonville,10 Blanca Lane,Watsonville,CA,95076,Santa Cruz County,36.931833,-121.767991,"Santa Cruz-Watsonville, CA",,,,,,,,
CET-Gilroy,7800 Arroyo Cir,Gilroy,CA,95020,Santa Clara County,37.015671,-121.561429,"San Jose-Sunnyvale-Santa Clara, CA",,,,,,,,
CET-Salinas,421 Monterey St,Salinas,CA,93901,Monterey County,36.671635,-121.652791,"Salinas, CA",,,,,,,,
Cerritos College,11110 Alondra Blvd,Norwalk,CA,90650-6298,Los Angeles County,33.88584,-118.097263,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Cerro Coso Community College,3000 College Heights Blvd,Ridgecrest,CA,93555-9571,Kern County,35.567763,-117.667706,"Bakersfield, CA",,,,,,,,
Chabot College,25555 Hesperian Blvd,Hayward,CA,94545,Alameda County,37.642513,-122.106969,"San Francisco-Oakland-Hayward, CA",,,,,,,,
Chaffey College,5885 Haven Ave,Rancho Cucamonga,CA,91737-3002,San Bernardino County,34.14705,-117.573086,"Riverside-San Bernardino-Ontario, CA",,,,,,,,
Chapman University,One University Dr.,Orange,CA,92866,Orange County,33.793678,-117.851481,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Charles R Drew University of Medicine and Science,1731 E 120th St,Los Angeles,CA,90059,Los Angeles County,33.925658,-118.242791,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Concordia University-Irvine,1530 Concordia West,Irvine,CA,92612-3203,Orange County,33.6535,-117.81063,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
San Diego Christian College,200 Riverview Parkway,Santee,CA,92071,San Diego County,32.84281,-116.978151,"San Diego-Carlsbad, CA",,,,,,,,
Church Divinity School of the Pacific,2451 Ridge Road,Berkeley,CA,94709-1211,Alameda County,37.876169,-122.261391,"San Francisco-Oakland-Hayward, CA",,,,,,,,
Citrus College,1000 W Foothill Blvd,Glendora,CA,91741-1899,Los Angeles County,34.135487,-117.885266,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Citrus Heights Beauty College,7518 Baird Way,Citrus Heights,CA,95610-1410,Sacramento County,38.71307,-121.289531,"Sacramento--Roseville--Arden-Arcade, CA",,,,,,,,
City College of San Francisco,50 Phelan Ave,San Francisco,CA,94112-1898,San Francisco County,37.725953,-122.451155,"San Francisco-Oakland-Hayward, CA",,,,,,,,
Claremont Graduate University,150 E Tenth St,Claremont,CA,91711-6160,Los Angeles County,34.103778,-117.712394,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Claremont McKenna College,500 E 9th St,Claremont,CA,91711-6400,Los Angeles County,34.102323,-117.706593,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Milan Institute-Visalia,6500 S. Mooney Blvd.,Visalia,CA,93277,Tulare County,36.27164,-119.312151,"Visalia-Porterville, CA",,,,,,,,
Clovis Adult Education,1452 David E Cook Way,Clovis,CA,93611,Fresno County,36.836915,-119.69019,"Fresno, CA",,,,,,,,
Coast Community College District Office,1370 Adams Ave.,Costa Mesa,CA,92626,Orange County,33.669121,-117.911116,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Coastline Community College,11460 Warner Ave.,Fountain Valley,CA,92708-2597,Orange County,33.609771,-117.861844,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Cogswell College,191 Baypointe Parkway,San Jose,CA,95134,Santa Clara County,37.413664,-121.940553,"San Jose-Sunnyvale-Santa Clara, CA",,,,,,,,
Coleman University,8888 Balboa Ave,San Diego,CA,92123-1506,San Diego County,32.821962,-117.136493,"San Diego-Carlsbad, CA",,,,,,,,
COBA Academy,102 N Glassell St,Orange,CA,92866,Orange County,33.788258,-117.85348,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Western University of Health Sciences,309 E 2nd St,Pomona,CA,91766-1854,Los Angeles County,34.058092,-117.747732,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Columbia College,11600 Columbia College Dr,Sonora,CA,95370,Tuolumne County,38.030361,-120.387603,"Sonora, CA",,,,,,,,
Columbia College-Hollywood,18618 Oxnard St,Tarzana,CA,91356-1411,Los Angeles County,34.179596,-118.538394,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
El Camino College-Compton Center,1111 East Artesia Blvd.,Compton,CA,90221-5393,Los Angeles County,33.876665,-118.209186,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Contra Costa Community College District Office,500 Court St,Martinez,CA,94553,Contra Costa County,38.018943,-122.134774,"San Francisco-Oakland-Hayward, CA",,,,,,,,
Contra Costa College,2600 Mission Bell Dr,San Pablo,CA,94806-3195,Contra Costa County,37.968623,-122.342386,"San Francisco-Oakland-Hayward, CA",,,,,,,,
Cosumnes River College,8401 Center Parkway,Sacramento,CA,95823-5799,Sacramento County,38.453836,-121.422971,"Sacramento--Roseville--Arden-Arcade, CA",,,,,,,,
Crafton Hills College,11711 Sand Canyon Road,Yucaipa,CA,92339-1799,San Bernardino County,34.038513,-117.100826,"Riverside-San Bernardino-Ontario, CA",,,,,,,,
Cuesta College,Highway 1,San Luis Obispo,CA,93403-8106,San Luis Obispo County,35.329859,-120.741624,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",,,,,,,,
Cuyamaca College,900 Rancho San Diego Pky,El Cajon,CA,92019,San Diego County,32.743072,-116.941044,"San Diego-Carlsbad, CA",,,,,,,,
Cypress College,9200 Valley View,Cypress,CA,90630-5897,Orange County,33.827625,-118.023889,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
De Anza College,21250 Stevens Creek Blvd.,Cupertino,CA,95014,Santa Clara County,37.319176,-122.045365,"San Jose-Sunnyvale-Santa Clara, CA",,,,,,,,
Marinello Schools of Beauty-Hemet,2627 W Florida Ave-Ste 100,Hemet,CA,92545,Riverside County,33.746002,-116.999892,"Riverside-San Bernardino-Ontario, CA",,,,,,,,
International School of Beauty Inc,72261 Hwy 111 Ste 121-B,Palm Desert,CA,92260-2740,Riverside County,33.729555,-116.403928,"Riverside-San Bernardino-Ontario, CA",,,,,,,,
Dell'Arte International School of Physical Theatre,131 H Street,Blue Lake,CA,95525-0816,Humboldt County,40.880871,-123.988878,"Eureka-Arcata-Fortuna, CA",,,,,,,,
